ID,Овог нэр,Мэргэжил,Төрсөн өдөр,Танилцуулга,BirthYear
3613,Саят Исембаев,Жүжигчин,1975-10-14 00:00:00,Казахстаны жүжигчин,1975
3614,Акан Сатаев,Найруулагч,1950-04-24 00:00:00,,1950
3615,Мөнхзаяагийн Түвшинхүү,Жүжигчин,1964-07-09 00:00:00,1974 онд Сэлэнгэ аймагт төрсөн,1964
3616,Kristen Wiig,Жүжигчин,1955-08-13 00:00:00,,1955
3617,Д Алтансүх,Жүжигчин,1952-06-18 00:00:00,,1952
3618,И Хангай,Жүжигчин,1951-05-28 00:00:00,Бүгд,1951
3619,Б Оюунсайхан,Жүжигчин,1952-11-25 00:00:00,,1952
3620,С Мөнхбаатар,Жүжигчин,1977-04-01 00:00:00,,1977
3621,Д Баасанжав,Жүжигчин,1967-01-24 00:00:00,СТА Д.Баасанжав,1967
3622,Б Түмэндэмбэрэл,Жүжигчин,1968-09-23 00:00:00,,1968
3623,С Ариунцэцэг,Жүжигчин,1971-08-23 00:00:00,,1971
3624,Ш Равдандорж,Найруулагч,1988-11-28 00:00:00,,1988
3625,Н Батсайхан,Найруулагч,1996-11-17 00:00:00,,1996
3626,Jonathan Demme,Найруулагч,1974-09-29 00:00:00,,1974
3627,Dev Patel,Жүжигчин,1982-05-22 00:00:00,,1982
3628,George Miller,Найруулагч,1988-09-29 00:00:00,,1988
3629,Мягмарын Бямбаа,Жүжигчин,1986-03-22 00:00:00,"Мягмар овогтой Бямбаа СТА, бүжигчин",1986
3631,Tim Roth,Жүжигчин,1985-07-26 00:00:00,,1985
3632,Guy Ritchie,Найруулагч,1948-11-10 00:00:00,,1948
3633,Alicia Vikander,Жүжигчин,2004-11-16 00:00:00,,2004
3634,Рэнцэнгийн Хишигдэлгэр,Жүжигчин,1950-11-17 00:00:00,Рэнцэн овогтой Хишигдэлгэр,1950
3635,Э Идэрболд,Жүжигчин,1967-03-08 00:00:00,СТА,1967
3636,Эрдэнэ-Очирын Одбаяр,Жүжигчин,1991-03-13 00:00:00,2008 онд Дархан хотын Оюуны ирээдүй цогцолборыг төгссөн,1991
3637,Ганбаярын Лхагвацэрэн,Жүжигчин,1988-11-15 00:00:00,Ганбаяр овогтой Лхагвацэрэн,1988
3638,Баатарын Ганчулуун,Найруулагч,1987-05-11 00:00:00,Баатар овогтой Ганчулуун,1987
3639,Эрдэнэтуяагийн Тодгэрэл,Жүжигчин,1990-04-20 00:00:00,Эрдэнэтуяа овогтой Тодгэрэл СТА (2016/11/13),1990
3640,Гүрбазарын Урнаа,Жүжигчин,1983-01-27 00:00:00,Гүрбазар овогтой Урнаа 2010 он: (МУГЖ) Монгол Улсын Гавъяат Жүжигчин,1983
3641,О Хүрэлтогоо,Жүжигчин,1966-08-15 00:00:00,,1966
3642,Б Энхжаргал,Жүжигчин,1956-01-18 00:00:00,Боловсрол,1956
3643,Г Билгүүн,Жүжигчин,2000-12-10 00:00:00,Бүгд,2000
3644,Ц Нарантунгалаг,Жүжигчин,1944-09-20 00:00:00,Бүгд,1944
3645,Бямбажавын Базаррагчаа,Жүжигчин,1963-03-01 00:00:00,Бямбажав овогтой Базаррагчаа 2017/12/29: Монгол Улсын Гавьяат Жүжигчин (МУГЖ),1963
3646,Төгсжаргалын Төмөр-Очир,Зохиолч,1956-03-24 00:00:00,Төгсжаргал овогтой Төмөр-Очир,1956
3647,Max Landis,Зохиолч,2005-07-16 00:00:00,,2005
3648,Батжаргалын Батсайхан,Жүжигчин,1988-03-02 00:00:00,Батжаргал овогтой Батсайхан,1988
3649,Ө Бат-Эрдэнэ,Найруулагч,1945-09-27 00:00:00,Өлзийбаатарын Бат-Эрдэнэ,1945
3650,Цэвээн-Очирын Бямбажаргал,Найруулагч,1989-10-20 00:00:00,Цэвээн-Очир овогтой Бямбажаргал,1989
3651,Н Батцэцэг,,2003-12-27 00:00:00,Нармандахын Батцэцэг,2003
3652,А Анар-Эрдэнэ,,1946-06-15 00:00:00,Алтайсайханы Анар-Эрдэнэ,1946
3653,С Энхбилэг,Жүжигчин,1994-03-13 00:00:00,Сайнзоригийн Энхбилэг,1994
3654,Оюунсамбуугийн Самданпүрэв,Жүжигчин,1993-12-02 00:00:00,Оюунсамбуу овогтой Самданпүрэв,1993
3655,Rose Leslie,Жүжигчин,1967-04-30 00:00:00,,1967
3656,Г Дашням,,1970-11-26 00:00:00,Никел Ганбаа хэмээх Г.Дашням,1970
3657,Э Мөнхбат,Жүжигчин,1948-08-24 00:00:00,Бүгд,1948
3658,Benicio Del Toro,Жүжигчин,1953-03-27 00:00:00,,1953
3659,Т Баярмагнай,Жүжигчин,1990-06-01 00:00:00,Бүгд,1990
3660,Цолмонгийн Амартүвшин,Найруулагч,1988-05-14 00:00:00,Цолмон овогтой Амартүвшин,1988
3661,Tobey Maguire,Жүжигчин,1951-06-20 00:00:00,,1951
3662,Christopher Landon,Найруулагч,1952-03-26 00:00:00,,1952
3663,Halston Sage,Жүжигчин,1966-08-19 00:00:00,,1966
3664,Patrick Schwarzenegger,Жүжигчин,1970-08-12 00:00:00,Arnold Schwarzenegger-н хүү,1970
3665,Баярсайханы Болд,Жүжигчин,1955-09-16 00:00:00,Баярсайхан овогтой Болд СТА,1955
3666,Robert Redford,Жүжигчин,1959-02-07 00:00:00,,1959
3667,Emily Ratajkowski,Жүжигчин,1952-09-08 00:00:00,,1952
3668,Бэгзийн Балжинням,Найруулагч,1992-07-16 00:00:00,"Бэгз овогтой Балжинням (1943 - 2015.09.05) Монгол улсын төрийн шагналт, Урлагийн Гавъяат Зүтгэлтэн",1992
3669,Michael Ealy,Жүжигчин,1953-12-22 00:00:00,,1953
3670,Morris Chestnut,Жүжигчин,1999-11-26 00:00:00,,1999
3671,Жанцмаагийн Буянтөгс,Зохиолч,1975-07-26 00:00:00,Жанцмаа овогтой Буянтөгс,1975
3672,John Fusco,Найруулагч,1992-12-24 00:00:00,,1992
3673,Rick Yune,Жүжигчин,1982-01-01 00:00:00,,1982
3674,М Тэргэл,Жүжигчин,1957-07-23 00:00:00,Мэндбаярын Тэргэл,1957
3675,Алтангэрэлийн Амарсайхан,Зохиолч,1979-09-10 00:00:00,Алтангэрэл овогтой Амарсайхан,1979
3676,Н Даваадалай,Найруулагч,1958-02-03 00:00:00,,1958
3677,Г Пүрэвбаатар,,1947-10-29 00:00:00,Ганбаатарын Пүрэвбаатар,1947
3678,Г Жигжидсүрэн,Найруулагч,1942-01-10 00:00:00,Гомбожавын Жигжидсүрэн,1942
3679,Ч Гомбо,Зохиолч,1934-07-11 00:00:00,Чимэдийн Гомбо Соёлын гавьяат зүтгэлтэн,1934
3680,Б Цэцэгбалжид,Жүжигчин,1956-10-23 00:00:00,Банзрагчийн Цэцэгбалжид,1956
3681,С Цэрэндаш,Жүжигчин,1958-03-11 00:00:00,Самдангийн Цэрэндаш,1958
3682,Н Цэгмид,Жүжигчин,1948-11-29 00:00:00,Нямын Цэгмид,1948
3683,Д Дондог,Жүжигчин,1941-07-23 00:00:00,Дугарын Дондог,1941
3684,Ё Шаравдоо,Жүжигчин,2002-04-17 00:00:00,Ёндонгийн Шаравдоо,2002
3685,Ц Гантөмөр,Жүжигчин,1973-11-20 00:00:00,Цэрэндэжидийн Гантөмөр,1973
3686,Самбуугийн Балданпүрэв,Жүжигчин,1966-07-15 00:00:00,Самбуу овогтой Балданпүрэв,1966
3687,Ж Дүүрэнтөгс,Зохиолч,2001-05-18 00:00:00,Жамбалжамцын Дүүрэнтөгс,2001
3688,Ц Байгалмаа,Зохиолч,1954-10-30 00:00:00,Цэндийн Байгалмаа,1954
3689,Эрдэнийн Билэгжаргал,Жүжигчин,1995-05-11 00:00:00,Эрдэнэ овогтой Билэгжаргал,1995
3690,Masayuki Ochiai,Найруулагч,1966-08-04 00:00:00,,1966
3691,Michael Dougherty,Найруулагч,1995-11-18 00:00:00,,1995
3692,Өөдлөхийн Энхболд,Жүжигчин,1981-09-18 00:00:00,Өөдлөх овогтой Энхболд,1981
3693,Ж Буяннэмэх,,1966-05-07 00:00:00,,1966
3694,Б Ганхөлөг,Найруулагч,1956-11-19 00:00:00,,1956
3695,Шархүүгийн Мөнхбаяр,Жүжигчин,1942-04-26 00:00:00,Шархүү овогтой Мөнхбаяр СТА,1942
3696,Г Шижир,Жүжигчин,1945-08-12 00:00:00,,1945
3697,Болоожийн Мөнгөнцэцэг,Жүжигчин,1950-09-08 00:00:00,Болоож овогтой Мөнгөнцэцэг,1950
3698,Б Бадамрагчаа,,1991-12-02 00:00:00,,1991
3699,А Аззаяа,,1982-03-11 00:00:00,,1982
3700,Н Эрдэнэчимэг,,1968-08-10 00:00:00,,1968
3701,Болдын Сүйхцагаан,Жүжигчин,1991-09-03 00:00:00,Болд овогтой Сүйхцагаан,1991
3702,Г Эрдэнэбилэг,Рэппэр,1950-08-11 00:00:00,Эрка хэмээх Г.Эрдэнэбилэг Дижитал хамтлагийн реппер,1950
3703,А Мөнхтулга,Зохиолч,1953-12-02 00:00:00,Бүгд,1953
3704,А Болд,,1965-12-02 00:00:00,СТА,1965
3705,Napatkorn Mitr-em,Жүжигчин,2000-07-19 00:00:00,"Напаткорн Митр-ем, Тайландын жүжигчин",2000
3706,Vithaya Pansringarm,Жүжигчин,1980-07-16 00:00:00,"Витаяа Пансринграм, Тайландын жүжигчин",1980
3707,Kowit Wattanakul,Жүжигчин,1996-03-01 00:00:00,"Ковит Ваттанакул, Тайландын жүжигчин",1996
3708,Saichia Wongwirot,Жүжигчин,1956-05-18 00:00:00,"Сайчиа Вонгвирот, Тайландын жүжигчин",1956
3709,Г Гантулга,Найруулагч,1995-12-29 00:00:00,,1995
3710,Б Чингүн,,1944-10-13 00:00:00,,1944
3711,Л Бат-Амгалан,Найруулагч,1955-01-10 00:00:00,Бүгд,1955
3712,Сергей Бондарчук (2),Жүжигчин,1974-07-09 00:00:00,Сергей Фёдорович Бондарчук,1974
3713,Brian Helgeland,Найруулагч,1943-05-03 00:00:00,,1943
3714,Jonathan Nolan,Зохиолч,1996-08-24 00:00:00,,1996
3715,Эдуард Ондар,Жүжигчин,1971-06-23 00:00:00,Эдуард Ондар,1971
3716,Наранцогтын Цогтсайхан,Жүжигчин,1997-04-01 00:00:00,Наранцогт овогтой Цогтсайхан Narantsogt Tsogtsaikhan http://www.imdb.com/name/nm7608066/ Tsogtsaikhan Narantsogt http://www.imdb.com/name/nm5777030/,1997
3717,Jai Courtney,Жүжигчин,1975-09-27 00:00:00,,1975
3718,Taylor Lautner,Жүжигчин,1960-03-07 00:00:00,,1960
3719,Адилбишийн Батбаатар,Найруулагч,1946-07-13 00:00:00,Адилбиш овогтой Батбаатар,1946
3720,Төмөрбаатарын Анар,Жүжигчин,1980-11-06 00:00:00,Төмөрбаатар овогтой Анар,1980
3721,Б Баярмагнай,,1975-06-27 00:00:00,,1975
3722,Өлзийбатын Алтансэрээ,Найруулагч,1990-02-27 00:00:00,Өлзийбат овогтой Алтансэрээ СТА,1990
3723,Баасансүрэн Нямдаваа,Найруулагч,1995-04-09 00:00:00,Ажилласан уран бүтээлүүд: Shift feature film Big brother feature film Shift 2 feature film,1995
3724,устгах,,1979-10-08 00:00:00,Бүгд,1979
3725,Ч Анударь,,1948-06-19 00:00:00,,1948
3726,Б Гэрэлт-Од,,1948-01-14 00:00:00,,1948
3727,Нямсамбуугийн Бадамцэцэг,Жүжигчин,1991-07-15 00:00:00,Нямсамбуу овогтой Бадамцэцэг,1991
3728,Д Энхдалай,,1950-06-30 00:00:00,,1950
3729,Ганболдын Мандахбаяр,,2001-12-10 00:00:00,Бүгд,2001
3730,Бямбаагийн Ганхүү,Жүжигчин,1946-12-29 00:00:00,"Бямбааг овогтой Ганхүү (1953-) Хөдөлмөрийн Гавъяаны Улаан Тугийн Одон (2013), СТА (1998) ,",1946
3731,Д Ганхуяг,Жүжигчин,1988-01-27 00:00:00,СТА,1988
3732,Сүхбаатарын Сарангэрэл,Жүжигчин,1969-03-30 00:00:00,Сүхбаатар овогтой Сарангэрэл СТА,1969
3733,Ганбатын Эзэнмөнх,Жүжигчин,2004-05-13 00:00:00,Ганбат овогтой Эзэнмөнх,2004
3734,Э Намуунаа,Жүжигчин,1969-02-13 00:00:00,,1969
3735,Б Бямбасүрэн,Жүжигчин,1943-09-29 00:00:00,Бүгд,1943
3736,Э Ариунцэцэг,Найруулагч,1997-11-11 00:00:00,,1997
3737,Андрей Смоляков,Жүжигчин,1952-05-12 00:00:00,,1952
3738,Любовь Аксенова,Жүжигчин,1974-10-24 00:00:00,,1974
3739,Лодойдамбын Ган-Эрдэнэ,Найруулагч,2004-12-24 00:00:00,Лодойдамба овогтой Ган-Эрдэнэ,2004
3740,М Номин-Эрдэнэ,Зохиолч,1989-02-26 00:00:00,,1989
3741,Хасбазарын Баяраа,Жүжигчин,1981-03-13 00:00:00,Хасбазарын Баяраа СТА,1981
3742,Жагнингийн Дөлбадрах,Жүжигчин,1981-07-08 00:00:00,Жагнин овогтой Дөлбадрах,1981
3743,Энхбаярын Ууганбаяр,Жүжигчин,1943-01-21 00:00:00,Бүгд,1943
3744,Э Бат-Ирээдүй,,1988-09-15 00:00:00,Энх-Ирээдүйгийн Бат-Ирээдүй,1988
3745,Б Цог,Дуучин,1994-02-25 00:00:00,СТА,1994
3746,О Сэргэлэн,Найруулагч,1950-08-23 00:00:00,Отгонжаргалын Сэргэлэн,1950
3747,Карен Оганесян,Найруулагч,1989-06-16 00:00:00,,1989
3748,Sienna Miller,Жүжигчин,1980-12-25 00:00:00,,1980
3749,Daniel Brühl,Жүжигчин,1958-12-31 00:00:00,,1958
3750,Б Баяр,Найруулагч,1967-12-16 00:00:00,Бүгд,1967
3751,Б Мөнх-Эрдэнэ,Залуу уран бүтээлч,1947-10-11 00:00:00,,1947
3752,Б Пүрэвжав,Залуу уран бүтээлч,2005-02-16 00:00:00,,2005
3753,Жагдамбын Лхамхүү,Жүжигчин,1955-09-24 00:00:00,Жагдамба овогтой Лхамхүү 2008: МУ-н Ардын Жүжигчин (МУАЖ) 1977: МУ-н Гавъяат Жүжигчин (МУГЖ),1955
3754,Susannah Grant,Зохиолч,1960-05-16 00:00:00,,1960
3755,Maika Monroe,Жүжигчин,1973-03-10 00:00:00,,1973
3756,С Баярсайхан,Зохиолч,1984-05-18 00:00:00,,1984
3757,нэр,Жүжигчин,1973-05-07 00:00:00,нэр,1973
3758,Ж Саранбат,Жүжигчин,1973-05-04 00:00:00,Жигмэдсүрэнгийн Саранбат,1973
3759,Т Пүрэвжаргал,Жүжигчин,1978-06-15 00:00:00,Төмөрбаатарын Пүрэвжаргал,1978
3760,Д Ононгоо,,1996-08-10 00:00:00,Даваасүрэнгийн Ононгоо,1996
3761,Д Баярням,,1966-01-28 00:00:00,Донровын Баярням,1966
3762,С Мөнхсаруул,,1994-12-03 00:00:00,Саруултуяагийн Мөнхсаруул,1994
3763,Dave Bautista,Жүжигчин,1991-12-08 00:00:00,,1991
3765,Будын Болорчулуун,Жүжигчин,2003-06-05 00:00:00,Буд овогтой Болорчулуун,2003
3766,Гантулгын Алтандуулга,Жүжигчин,1990-12-02 00:00:00,Гантулга овогтой Алтандуулга,1990
3767,Тэрбишийн Нямдорж,Жүжигчин,2000-04-08 00:00:00,Тэрбиш овогтой Нямдорж,2000
3768,Д Монголхүү,Жүжигчин,1992-09-05 00:00:00,,1992
3769,Billy Ray,Зохиолч,1956-04-13 00:00:00,,1956
3770,Dean Norris,Жүжигчин,1991-02-07 00:00:00,,1991
3771,Lily James,Жүжигчин,1988-08-11 00:00:00,,1988
3772,Намсрайн Сувд,Жүжигчин,1949-12-21 00:00:00,Намсрай овогтой Сувд,1949
3773,Jessica Brown Findlay,Жүжигчин,1959-02-09 00:00:00,,1959
3774,М Бадамцэцэг,,1984-09-29 00:00:00,,1984
3775,Ж Бунтар,Найруулагч,1928-03-01 00:00:00,Жамъяангийн Бунтар,1928
3776,Д Алтангэрэл,Жүжигчин,1956-09-11 00:00:00,Молиго Очир хэмээх Дашдэлэгийн Алтангэрэл,1956
3777,П Долгорсүрэн,Жүжигчин,1974-07-11 00:00:00,,1974
3778,Д Мөнхжаргал,Жүжигчин,1992-08-02 00:00:00,,1992
3779,Л Лувсан,Жүжигчин,1952-06-10 00:00:00,"Боорцог хэмээх Лувсанбалдагийн Лувсан Монгол Улсын Гавьяат жүжигчин, МУГЖ",1952
3780,Ц Оюунчимэг,Жүжигчин,1962-03-28 00:00:00,Цэнд-Аюушийн Оюунчимэг,1962
3781,Б Пүрэв,Жүжигчин,1992-06-26 00:00:00,Баяжихийн Пүрэв,1992
3782,Амгалангийн  Чойсон,Жүжигчин,1969-12-13 00:00:00,Амгалангийн Чойсон (1991) Урлагийн гавъяат зүтгэлтэн /1991-07-05. №161/ МУГЗ,1969
3783,Ж Жамбалрагчаа,Жүжигчин,2003-05-27 00:00:00,,2003
3784,Д Байдий,Жүжигчин,1940-07-10 00:00:00,Дарьсүрэнгийн Байдий,1940
3785,Цэнд-Аюушийн Эрдэнэцэцэг,Жүжигчин,1987-08-23 00:00:00,Цэнд-Аюуш овогтой Эрдэнэцэцэг,1987
3786,Эрдэнэбилэгийн Пүрэвжаргал,Жүжигчин,1993-02-11 00:00:00,Эрдэнэбилэг овогтой Пүрэвжаргал,1993
3787,П Солонго,Жүжигчин,1993-09-26 00:00:00,Бүгд,1993
3788,Мария Поезжаева,Жүжигчин,2000-07-30 00:00:00,,2000
3789,Д Төрбат,Зохиолч,1950-05-06 00:00:00,Дамбын Төрбат,1950
3790,Б Гэрэлмаа,Жүжигчин,2004-12-15 00:00:00,Борхүүгийн Гэрэлмаа,2004
3791,Няндагийн Цэвээнравдан,Жүжигчин,1965-11-21 00:00:00,Няндаг овогтой Цэвээнравдан,1965
3792,Санжаагийн Бужгар,Жүжигчин,1963-03-27 00:00:00,Санжаа овогтой Бужгар,1963
3793,Сэвжидийн Сэлэнгэ,Жүжигчин,1963-06-20 00:00:00,Сэвжид овогтой Сэлэнгэ,1963
3794,Тангадын Борхүү,Жүжигчин,1944-02-02 00:00:00,Тангад овогтой Борхүү Монгол Улсын Гавьяат Жүжигчин МУГЖ,1944
3795,Д Элбэгсайхан,Жүжигчин,1982-02-14 00:00:00,Дагвын Элбэгсайхан (Дагва-Очирын Элбэгсайхан),1982
